VERTEX	DEGFAC
CACNB2	0.04910286161402363
CADPS	0.012275715403505907
CAGE1	0.012275715403505907
CALCRL	0.012275715403505907
CALM1	0.6137857701752953
CALM2	0.3559957467016713
CALM3	0.3682714621051772
CAMK2D	0.1595843002455768
CAMKV	0.08593000782454135
CAND2	0.08593000782454135
CAPZA2	0.29461716968414176
CASP10	0.135032869438565
CASP7	0.1841357310525886
CASP8	0.23323859266661223
CASQ2	0.11048143863155316
CASR	0.012275715403505907
CAV1	0.3559957467016713
CAV3	0.6383372009823072
CAVIN2	0.08593000782454135
CBLC	0.11048143863155316
CBX6	0.03682714621051772
CBY1	0.1718600156490827
CCDC141	0.024551430807011814
CCDC181	0.012275715403505907
CCDC58	0.012275715403505907
CCDC59	0.07365429242103544
CCDC88C	0.03682714621051772
CCNA1	0.09820572322804726
CCNL1	0.8838515090524253
CCT3	0.54013147775426
CCT6B	0.135032869438565
CD34	0.012275715403505907
CD46	0.012275715403505907
CD81	0.4296500391227068
CDC14B	0.11048143863155316
CDC23	0.135032869438565
CDC25C	0.1718600156490827
CDH11	0.024551430807011814
CDH2	0.135032869438565
CDH6	0.012275715403505907
CDH9	0.024551430807011814
CDK18	0.09820572322804726
CDK5	0.135032869438565
CDKN1A	0.30689288508764767
CDKN2C	0.06137857701752954
CDRT4	0.012275715403505907
CEBPZ	0.22096287726310632
CELSR2	0.012275715403505907
CEP85	0.14730858484207088
CFLAR	0.08593000782454135
CHD5	0.03682714621051772
CHMP4B	0.6383372009823072
CHN1	0.03682714621051772
CHPF	0.012275715403505907
CHRM2	0.03682714621051772
CHRNA1	0.024551430807011814
CIITA	0.012275715403505907
CINP	0.03682714621051772
CKS1B	0.04910286161402363
CLASRP	0.04910286161402363
CLK1	0.14730858484207088
CLK2	0.135032869438565
CLPTM1	0.06137857701752954
CLSTN1	0.08593000782454135
CLTC	0.54013147775426
CMTM5	0.1841357310525886
CNKSR1	0.03682714621051772
CNOT1	0.1841357310525886
CNPY4	0.012275715403505907
COL4A3	0.024551430807011814
COL4A4	0.03682714621051772
COPS6	0.30689288508764767
CORO7	0.024551430807011814
CPD	0.06137857701752954
CPEB4	0.1718600156490827
CPNE5	0.024551430807011814
CR1L	0.012275715403505907
CRABP2	0.012275715403505907
CREB3	0.1841357310525886
CREBBP	0.41737432371920086
CREBRF	0.012275715403505907
CRHR1	0.06137857701752954
CRIM1	0.012275715403505907
CSKMT	0.024551430807011814
CSNK2A2	0.30689288508764767
CSTA	0.11048143863155316
CTDSPL	0.06137857701752954
CTNNBIP1	0.024551430807011814
CTSE	0.024551430807011814
CUEDC2	0.024551430807011814
CYC1	0.24551430807011815
DAGLA	0.024551430807011814
DBX1	0.012275715403505907
DCLRE1A	0.012275715403505907
DCP1A	0.20868716185960043
DCP1B	0.06137857701752954
DCTD	0.024551430807011814
DDHD1	0.024551430807011814
DDHD2	0.012275715403505907
DDR1	0.12275715403505907
DDR2	0.024551430807011814
DDX17	0.3314443158946595
DES	0.12275715403505907
DEXI	0.024551430807011814
DHRS2	0.03682714621051772
DHX16	0.11048143863155316
DKK3	0.024551430807011814
DMC1	0.08593000782454135
DMXL1	0.03682714621051772
DNAJA3	0.1595843002455768
DNAJB2	0.012275715403505907
DNAL4	0.024551430807011814
DNPEP	0.024551430807011814
DPF3	0.04910286161402363
DPM3	0.012275715403505907
DSP	0.28234145428063584
DTWD2	0.03682714621051772
DTX3L	0.024551430807011814
DUSP5	0.04910286161402363
DYSF	0.04910286161402363
E2F1	0.1595843002455768
E2F2	0.024551430807011814
EDEM2	0.024551430807011814
EDN1	0.024551430807011814
EED	1.190744394140073
EEF1AKMT1	0.012275715403505907
EEF1G	0.46647718533322446
EFNA1	0.024551430807011814
EFNA4	0.024551430807011814
EFS	0.024551430807011814
EGR1	0.03682714621051772
EIF2AK2	0.1841357310525886
EIF2B4	0.09820572322804726
EIF2S2	0.1964114464560945
ELK4	0.04910286161402363
ELP6	0.04910286161402363
EMILIN3	0.012275715403505907
EML3	0.012275715403505907
EMSY	0.08593000782454135
EPHB4	0.03682714621051772
EPO	0.024551430807011814
EPPK1	0.1595843002455768
EPS15	0.1841357310525886
ERI3	0.012275715403505907
ERICH5	0.012275715403505907
ERO1A	0.03682714621051772
ESD	0.03682714621051772
EXOG	0.03682714621051772
EXOSC4	0.11048143863155316
F5	0.012275715403505907
FAAP20	0.024551430807011814
FADS2	0.04910286161402363
FADS3	0.024551430807011814
FAM13B	0.012275715403505907
FAM162A	0.012275715403505907
FAM189B	0.07365429242103544
FAM222A	0.03682714621051772
FAM53C	0.07365429242103544
FAM83H	0.07365429242103544
FARS2	0.11048143863155316
FASTK	0.012275715403505907
FAT1	0.03682714621051772
FBXL15	0.012275715403505907
FBXO2	0.04910286161402363
FBXO24	0.012275715403505907
FBXO44	0.03682714621051772
FBXO6	0.5892343393682835
FDPS	0.08593000782454135
FEN1	0.09820572322804726
FER	0.03682714621051772
FERMT2	0.07365429242103544
FEZ2	0.03682714621051772
FGD2	0.024551430807011814
FGF9	0.012275715403505907
FGFR1	0.28234145428063584
FKBP7	0.06137857701752954
FLAD1	0.09820572322804726
FLI1	0.024551430807011814
FLOT1	0.1964114464560945
FLRT2	0.012275715403505907
FNDC4	0.04910286161402363
FNDC8	0.012275715403505907
FTH1	0.024551430807011814
GABPB1	0.08593000782454135
GANAB	0.1841357310525886
GAREM1	0.024551430807011814
GBA	0.04910286161402363
GBA2	0.012275715403505907
GBF1	0.24551430807011815
GCKR	0.012275715403505907
GEMIN7	0.024551430807011814
GFRA3	0.012275715403505907
GID4	0.024551430807011814
GIGYF1	0.1841357310525886
GIMAP1	0.024551430807011814
GIMAP5	0.024551430807011814
GINS3	0.06137857701752954
GIT2	0.024551430807011814
GJA1	0.44192575452621263
GJC2	0.012275715403505907
GLB1L	0.024551430807011814
GLIPR2	0.04910286161402363
GLIS2	0.09820572322804726
GLMP	0.06137857701752954
GLS2	0.024551430807011814
GLTP	0.024551430807011814
GMPPA	0.024551430807011814
GMPPB	0.12275715403505907
GNB2	0.23323859266661223
GNB4	0.135032869438565
GNG11	0.03682714621051772
GNG3	0.03682714621051772
GNPNAT1	0.04910286161402363
GNS	0.024551430807011814
GOSR2	0.09820572322804726
GOT2	0.11048143863155316
GPAA1	0.024551430807011814
GPATCH11	0.012275715403505907
GPATCH2	0.03682714621051772
GPATCH4	0.14730858484207088
GPD1L	0.04910286161402363
GPN1	0.07365429242103544
GPN3	0.06137857701752954
GPR183	0.03682714621051772
GPR61	0.04910286161402363
GRINA	0.012275715403505907
GSS	0.024551430807011814
GTF2H4	0.03682714621051772
GTF3C2	0.06137857701752954
GTPBP1	0.06137857701752954
GUK1	0.024551430807011814
HABP2	0.03682714621051772
HABP4	0.07365429242103544
HAND1	0.04910286161402363
HCN3	0.024551430807011814
HCN4	0.024551430807011814
HEATR5B	0.012275715403505907
HGH1	0.06137857701752954
HINT2	0.1595843002455768
HIPK4	0.024551430807011814
HIVEP1	0.03682714621051772
HLF	0.012275715403505907
HNRNPC	0.3191686004911536
HNRNPR	0.3191686004911536
HNRNPUL2	0.09820572322804726
HOMEZ	0.04910286161402363
HPGDS	0.012275715403505907
HPS6	0.012275715403505907
HSD17B3	0.024551430807011814
HSD17B6	0.012275715403505907
HTR2A	0.024551430807011814
HVCN1	0.012275715403505907
IBA57	0.04910286161402363
ICMT	0.04910286161402363
ID2	0.135032869438565
ID3	0.135032869438565
IER3	0.012275715403505907
IFT172	0.024551430807011814
IFT81	0.024551430807011814
IGF2BP2	0.23323859266661223
IGFBP3	0.024551430807011814
INHA	0.012275715403505907
INKA1	0.03682714621051772
INS	0.4787529007367304
INTS5	0.07365429242103544
IP6K1	0.024551430807011814
IQCA1L	0.012275715403505907
IQGAP3	0.03682714621051772
IQSEC1	0.04910286161402363
ISG20L2	0.03682714621051772
JOSD1	0.06137857701752954
JPH4	0.12275715403505907
KANK4	0.04910286161402363
KANSL1	0.012275715403505907
KCNAB2	0.03682714621051772
KCND3	0.024551430807011814
KCNE1	0.07365429242103544
KCNE2	0.03682714621051772
KCNH2	0.135032869438565
KCNJ1	0.024551430807011814
KCNJ16	0.012275715403505907
KCNJ2	0.09820572322804726
KCNJ5	0.08593000782454135
KCNN2	0.03682714621051772
KCNQ1	0.22096287726310632
KCTD18	0.012275715403505907
KCTD20	0.03682714621051772
KDM3B	0.09820572322804726
KIAA2013	0.04910286161402363
KIDINS220	0.04910286161402363
KIF20A	0.785645785824378
KIF2C	0.07365429242103544
KIF9	0.04910286161402363
KIRREL3	0.012275715403505907
KLF12	0.012275715403505907
KLHL14	0.012275715403505907
KLHL18	0.03682714621051772
KLHL42	0.04910286161402363
KPNA1	0.1964114464560945
KRTCAP2	0.024551430807011814
L1TD1	0.28234145428063584
LANCL2	0.04910286161402363
LAPTM4B	0.012275715403505907
LARP1	0.22096287726310632
LATS2	0.27006573887713
LBHD1	0.012275715403505907
LBP	0.03682714621051772
LDB1	0.024551430807011814
LIG3	0.1595843002455768
LIPH	0.04910286161402363
LITAF	0.06137857701752954
LMO4	0.11048143863155316
LPIN3	0.11048143863155316
LRCH1	0.012275715403505907
LRIG1	0.07365429242103544
LTN1	0.135032869438565
LYVE1	0.024551430807011814
MAD2L2	0.29461716968414176
MAF1	0.012275715403505907
MAP3K10	0.03682714621051772
MAP3K7	0.1595843002455768
MAPK15	0.03682714621051772
MAPKAP1	0.135032869438565
MAPT	0.8593000782454135
MARF1	0.1718600156490827
MARK4	0.09820572322804726
MATN2	0.03682714621051772
MBLAC1	0.024551430807011814
MCM7	0.3682714621051772
MCM9	0.012275715403505907
MDC1	0.3191686004911536
MED13L	0.012275715403505907
MEF2D	0.024551430807011814
MEGF6	0.012275715403505907
MEIS1	0.04910286161402363
MEP1A	0.012275715403505907
MEP1B	0.03682714621051772
MEPCE	0.5524071931577658
MET	0.28234145428063584
METTL17	0.20868716185960043
METTL18	0.03682714621051772
METTL25	0.012275715403505907
MFF	0.12275715403505907
MFN1	0.04910286161402363
MFN2	0.08593000782454135
MICAL2	0.07365429242103544
MICU2	0.012275715403505907
MIIP	0.04910286161402363
MITF	0.03682714621051772
MKLN1	0.03682714621051772
MKRN2	0.1718600156490827
MMD	0.012275715403505907
MN1	0.012275715403505907
MON1A	0.012275715403505907
MOSPD3	0.012275715403505907
MPPED2	0.024551430807011814
MPV17	0.04910286161402363
MRPL47	0.12275715403505907
MRPL55	0.12275715403505907
MRPS18B	0.135032869438565
MRPS35	0.25779002347362406
MRTFB	0.04910286161402363
MST1	0.27006573887713
MST1R	0.06137857701752954
MTA2	0.24551430807011815
MTCH1	0.1964114464560945
MTDH	0.3559957467016713
MTFR1L	0.06137857701752954
MTHFR	0.012275715403505907
MTNR1A	0.11048143863155316
MTX1	0.06137857701752954
MUC1	0.11048143863155316
MUC17	0.012275715403505907
MYBPHL	0.012275715403505907
MYD88	0.08593000782454135
MYH11	0.09820572322804726
MYH6	0.04910286161402363
MYH7	0.03682714621051772
MYH7B	0.04910286161402363
MYLIP	0.06137857701752954
NABP1	0.012275715403505907
NACA	0.135032869438565
NAXE	0.024551430807011814
NCL	0.6015100547717894
NCOA2	0.04910286161402363
NDE1	0.03682714621051772
NDRG2	0.06137857701752954
NDRG4	0.03682714621051772
NDUFAF7	0.012275715403505907
NDUFB3	0.04910286161402363
NDUFB5	0.04910286161402363
NECTIN2	0.04910286161402363
NES	0.09820572322804726
NFKB2	0.25779002347362406
NGDN	0.06137857701752954
NHLRC2	0.29461716968414176
NIF3L1	0.1595843002455768
NKD2	0.04910286161402363
NKX2-5	0.04910286161402363
NKX6-1	0.012275715403505907
NLE1	0.08593000782454135
NME7	0.08593000782454135
NMNAT1	0.07365429242103544
NOLC1	0.1964114464560945
NOS1AP	0.06137857701752954
NOS3	0.1718600156490827
NPC1	0.28234145428063584
NPHP4	0.22096287726310632
NPPA	0.07365429242103544
NPPB	0.024551430807011814
NPR2	0.024551430807011814
NPTXR	0.012275715403505907
NR3C2	0.04910286161402363
NRAP	0.04910286161402363
NRBP1	0.03682714621051772
NRBP2	0.012275715403505907
NRM	0.09820572322804726
NRXN3	0.03682714621051772
NSD3	0.12275715403505907
NSG2	0.024551430807011814
NSRP1	0.024551430807011814
NUBP1	0.012275715403505907
NUCKS1	0.03682714621051772
NXF1	1.055711524701508
NYAP1	0.012275715403505907
OBSCN	0.1595843002455768
OBSL1	0.785645785824378
OPLAH	0.012275715403505907
ORC2	0.08593000782454135
OSBPL9	0.012275715403505907
OXSR1	0.03682714621051772
PABPN1	0.07365429242103544
PAM	0.3191686004911536
PAM16	0.07365429242103544
PAQR6	0.012275715403505907
PARP10	0.012275715403505907
PARP15	0.012275715403505907
PARP9	0.024551430807011814
PARVA	0.04910286161402363
PBX3	0.08593000782454135
PBXIP1	0.07365429242103544
PCDH7	0.06137857701752954
PCOLCE	0.012275715403505907
PDCD4	0.024551430807011814
PDE3A	0.04910286161402363
PDIK1L	0.012275715403505907
PDLIM5	0.1595843002455768
PEX10	0.012275715403505907
PHLDB2	0.1595843002455768
PIK3C3	0.04910286161402363
PILRA	0.024551430807011814
PILRB	0.012275715403505907
PITPNB	0.04910286161402363
PITX3	0.06137857701752954
PLA2G7	0.012275715403505907
PLCD1	0.04910286161402363
PLCG1	0.27006573887713
PLCXD2	0.012275715403505907
PLD3	0.04910286161402363
PLEC	0.4296500391227068
PLEKHA3	0.012275715403505907
PLN	0.135032869438565
PLOD1	0.1595843002455768
PLXNA2	0.024551430807011814
PM20D1	0.012275715403505907
PMP22	0.1718600156490827
PMVK	0.04910286161402363
PNPLA8	0.03682714621051772
POLR2G	0.11048143863155316
POM121	0.08593000782454135
POP7	0.03682714621051772
PPARGC1A	0.024551430807011814
PPFIA2	0.03682714621051772
PPIL1	0.024551430807011814
PPIL3	0.024551430807011814
PPM1G	0.14730858484207088
PPP1CC	0.5769586239647776
PPP1R10	0.04910286161402363
PPP1R18	0.11048143863155316
PPP1R35	0.024551430807011814
PPP1R37	0.012275715403505907
PPP1R3E	0.012275715403505907
PPRC1	0.012275715403505907
PPTC7	0.07365429242103544
PRDM11	0.024551430807011814
PRDM14	0.09820572322804726
PRIM1	0.06137857701752954
PRKAG2	0.03682714621051772
PRKCA	0.29461716968414176
PRKCD	0.27006573887713
PRKCZ	0.27006573887713
PROCR	0.03682714621051772
PRR11	0.06137857701752954
PRSS16	0.024551430807011814
PRX	0.04910286161402363
PSMA5	0.11048143863155316
PSMC6	0.1595843002455768
PTGES3	0.1841357310525886
PTHLH	0.012275715403505907
PTPN23	0.06137857701752954
PTPRN	0.14730858484207088
PUF60	0.3191686004911536
PVRIG	0.024551430807011814
PYGO2	0.03682714621051772
RAB29	0.012275715403505907
RAB3IL1	0.024551430807011814
RAD51D	0.07365429242103544
RAF1	0.3314443158946595
RAI1	0.03682714621051772
RALY	0.1718600156490827
RASSF3	0.04910286161402363
RBBP8	0.03682714621051772
RBM20	0.024551430807011814
RBM6	0.04910286161402363
RBMS2	0.04910286161402363
RCAN1	0.012275715403505907
RCOR1	0.07365429242103544
RDH14	0.012275715403505907
RDH16	0.012275715403505907
REEP2	0.04910286161402363
RELB	0.14730858484207088
REP15	0.012275715403505907
RER1	0.07365429242103544
RFFL	0.04910286161402363
RFT1	0.03682714621051772
RGP1	0.03682714621051772
RHEX	0.03682714621051772
RIOK1	0.3559957467016713
RIOK3	0.07365429242103544
RMC1	0.135032869438565
RNASE3	0.012275715403505907
RNASE7	0.012275715403505907
RNF11	0.23323859266661223
RNF123	0.4787529007367304
RNF187	0.012275715403505907
RNF207	0.012275715403505907
RNF220	0.024551430807011814
RPGRIP1	0.03682714621051772
RPL22	0.24551430807011815
RPL26L1	0.1964114464560945
RPL30	0.3314443158946595
RPL32	0.24551430807011815
RPRD1B	0.09820572322804726
RPS8	0.3559957467016713
RSL1D1	0.1595843002455768
RUSC1	0.09820572322804726
RWDD2B	0.024551430807011814
RYR2	0.20868716185960043
SAP30L	0.012275715403505907
SBF2	0.024551430807011814
SCAMP3	0.09820572322804726
SCAP	0.07365429242103544
SCN10A	0.09820572322804726
SCN1B	0.024551430807011814
SCN3B	0.135032869438565
SCN4B	0.012275715403505907
SCN5A	0.135032869438565
SCRIB	0.30689288508764767
SDR9C7	0.012275715403505907
SELE	0.03682714621051772
SELL	0.03682714621051772
SELP	0.03682714621051772
SENP2	0.135032869438565
SERPINE1	0.024551430807011814
SERTAD1	0.09820572322804726
SERTAD3	0.07365429242103544
SESTD1	0.024551430807011814
SETD6	0.012275715403505907
SFMBT1	0.012275715403505907
SGIP1	0.04910286161402363
SGO2	0.04910286161402363
SH2D1B	0.03682714621051772
SH3GL2	0.06137857701752954
SH3PXD2A	0.12275715403505907
SHARPIN	0.06137857701752954
SHC1	0.3437200312981654
SHKBP1	0.04910286161402363
SHOC2	0.04910286161402363
SIPA1L1	0.1595843002455768
SKA2	0.012275715403505907
SKI	0.1841357310525886
SLC12A7	0.03682714621051772
SLC12A9	0.012275715403505907
SLC19A2	0.024551430807011814
SLC22A17	0.024551430807011814
SLC26A9	0.012275715403505907
SLC30A2	0.11048143863155316
SLC30A3	0.024551430807011814
SLC35F1	0.012275715403505907
SLC38A7	0.09820572322804726
SLC39A2	0.07365429242103544
SLC3A2	0.14730858484207088
SLC41A1	0.03682714621051772
SLC4A1AP	0.03682714621051772
SLC4A2	0.012275715403505907
SLC4A4	0.03682714621051772
SLC50A1	0.03682714621051772
SLC6A4	0.392822892912189
SLC7A8	0.03682714621051772
SLC8A1	0.09820572322804726
SLFN5	0.03682714621051772
SLIRP	0.1841357310525886
SLIT2	0.012275715403505907
SLK	0.03682714621051772
SLX4	0.135032869438565
SMARCAD1	0.135032869438565
SMC3	0.3191686004911536
SMG5	0.09820572322804726
SMG8	0.06137857701752954
SNN	0.012275715403505907
SNTA1	0.23323859266661223
SNW1	0.7733700704208721
SNX17	0.04910286161402363
SOCS6	0.11048143863155316
SOD2	0.09820572322804726
SOHLH2	0.012275715403505907
SORBS1	0.12275715403505907
SORT1	0.1841357310525886
SP3	0.07365429242103544
SPAG8	0.11048143863155316
SPART	0.06137857701752954
SPATA17	0.03682714621051772
SPATC1	0.012275715403505907
SPATS2L	0.04910286161402363
SPEG	0.024551430807011814
SPRYD4	0.04910286161402363
SPTBN4	0.09820572322804726
SREBF1	0.04910286161402363
SRL	0.012275715403505907
SRRT	0.08593000782454135
SRSF3	0.3191686004911536
SSH2	0.03682714621051772
SSR1	0.135032869438565
ST7	0.23323859266661223
STAG3	0.03682714621051772
STC2	0.012275715403505907
STK11IP	0.024551430807011814
STK16	0.06137857701752954
STK38	0.1718600156490827
STMN1	0.07365429242103544
STN1	0.06137857701752954
STRN	0.09820572322804726
STX5	0.07365429242103544
STYX	0.06137857701752954
SUCO	0.024551430807011814
SUFU	0.03682714621051772
SUN2	0.11048143863155316
SUPT7L	0.03682714621051772
SYPL2	0.03682714621051772
TAF13	0.012275715403505907
TAF6	0.04910286161402363
TAF6L	0.06137857701752954
TAFA4	0.03682714621051772
TAGLN3	0.03682714621051772
TANC1	0.04910286161402363
TBC1D30	0.024551430807011814
TBK1	0.28234145428063584
TBX20	0.024551430807011814
TBX3	0.06137857701752954
TBX5	0.11048143863155316
TCF7L2	0.1718600156490827
TCHP	0.12275715403505907
TCTN1	0.07365429242103544
TCTN3	0.29461716968414176
TEKT3	0.012275715403505907
TEKT5	0.04910286161402363
TENM2	0.012275715403505907
TERT	0.135032869438565
TEX44	0.012275715403505907
TFAP4	0.09820572322804726
TFPI	0.012275715403505907
TFR2	0.03682714621051772
TGM2	0.1718600156490827
TH	0.06137857701752954
THAP12	0.03682714621051772
THBS3	0.07365429242103544
TKT	0.24551430807011815
TLE3	0.08593000782454135
TLN1	0.23323859266661223
TM4SF20	0.012275715403505907
TM9SF2	0.024551430807011814
TMEM176A	0.04910286161402363
TMEM176B	0.024551430807011814
TMEM179B	0.07365429242103544
TMEM223	0.04910286161402363
TMEM41A	0.012275715403505907
TMEM79	0.03682714621051772
TMEM8B	0.012275715403505907
TMF1	0.04910286161402363
TMIGD1	0.024551430807011814
TMPRSS7	0.012275715403505907
TNFRSF8	0.012275715403505907
TNS3	0.06137857701752954
TOM1L2	0.03682714621051772
TOMM22	0.29461716968414176
TOMM40	0.22096287726310632
TOP1	0.23323859266661223
TP53I11	0.012275715403505907
TPGS2	0.024551430807011814
TPM2	0.14730858484207088
TRAIP	0.11048143863155316
TRAP1	0.12275715403505907
TRAPPC6A	0.07365429242103544
TRDN	0.11048143863155316
TRIM11	0.024551430807011814
TRIM4	0.024551430807011814
TRIM46	0.024551430807011814
TRIM54	0.29461716968414176
TRIM56	0.12275715403505907
TRIM63	0.3437200312981654
TRIM74	0.03682714621051772
TRIP13	0.1841357310525886
TRIP6	0.1718600156490827
TRPC4AP	0.04910286161402363
TRPM7	0.1718600156490827
TRPV4	0.012275715403505907
TSC22D4	0.135032869438565
TSPAN18	0.012275715403505907
TSSC4	0.04910286161402363
TTC28	0.024551430807011814
TTC9B	0.012275715403505907
TTC9C	0.03682714621051772
TTI1	0.012275715403505907
TTN	0.25779002347362406
TUBA4A	0.40509860831569494
TUBA4B	0.04910286161402363
TUBB	0.5033043315437422
TUT1	0.024551430807011814
TXNDC11	0.09820572322804726
UAP1	0.012275715403505907
UBA3	0.024551430807011814
UBAC2	0.08593000782454135
UBE4B	0.08593000782454135
UBXN1	0.12275715403505907
UCN	0.012275715403505907
UFSP1	0.03682714621051772
UHMK1	0.03682714621051772
UNC45B	0.03682714621051772
USP13	0.06137857701752954
USP16	0.012275715403505907
USP25	0.012275715403505907
USP50	0.012275715403505907
USP8	0.135032869438565
VANGL1	0.07365429242103544
VARS2	0.24551430807011815
VASN	0.09820572322804726
VILL	0.04910286161402363
VOPP1	0.012275715403505907
VPS29	0.14730858484207088
WDR5B	0.03682714621051772
WDR74	0.03682714621051772
WIPF1	0.03682714621051772
XCL1	0.03682714621051772
XPO4	0.04910286161402363
XPOT	0.12275715403505907
ZBTB7B	0.3559957467016713
ZC3H7A	0.20868716185960043
ZDHHC11	0.03682714621051772
ZDHHC20	0.024551430807011814
ZFAND2B	0.024551430807011814
ZFHX2	0.024551430807011814
ZHX2	0.04910286161402363
ZHX3	0.03682714621051772
ZNF184	0.012275715403505907
ZNF219	0.06137857701752954
ZNF296	0.012275715403505907
ZNF3	0.012275715403505907
ZNF391	0.024551430807011814
ZNF436	0.03682714621051772
ZNF512	0.14730858484207088
ZNF513	0.024551430807011814
ZNF593	0.09820572322804726
ZNF639	0.024551430807011814
ZNF707	0.024551430807011814
ZNF780A	0.012275715403505907
ZNF800	0.03682714621051772
ZNF830	0.024551430807011814
ZSCAN21	0.024551430807011814
